Latitude,Longitude,Elevation,Mean Temperature,Humidity,Rainfall,clay,cec,ocs,sand,silt,ocd,nitrogen,wv1500,cfvo,wv0033,wv0010,soc,bdod,phh2o
9.2,78.5,9,26.39,83.15,0.14,347,286,39,330,323,303,261,192,59,288,383,506,,70
9.2,78.6,10,26.39,83.15,0.14,352,273,47,331,317,310,228,185,51,298,383,,,73
9.2,78.7,6,26.39,83.15,0.14,348,262,38,301,351,299,258,183,59,313,362,488,137,70
9.2,80.2,44,26.18,83.74,3.6,305,247,61,402,292,419,560,187,143,293,363,757,125,59
9.2,80.3,39,26.18,83.74,3.6,315,221,54,406,279,369,356,167,121,305,365,543,130,59
9.2,80.4,55,25.66,87.17,5.55,274,225,61,401,325,404,532,178,103,308,362,627,120,58
9.2,80.5,57,25.66,87.17,5.55,283,197,61,381,336,408,584,197,111,303,364,616,117,58
9.2,80.7,21,25.66,87.17,5.55,278,219,56,428,294,357,534,190,117,300,371,503,127,61
9.2,80.8,12,25.66,87.17,5.55,290,252,55,374,336,372,577,197,92,302,388,672,130,62
9.2,92.8,39,28.27,79.56,0.63,282,133,50,448,269,372,475,145,113,304,368,459,116,52
9.3,76.4,2,28.33,75.18,1.66,337,208,58,305,358,390,372,202,85,342,431,790,109,53
9.3,76.5,-1,28.33,75.18,1.66,307,213,68,333,361,432,416,195,76,330,389,582,112,54
9.3,76.6,11,23.54,84.8,0.06,302,205,66,369,329,423,341,172,64,327,396,410,117,54
9.3,76.7,7,23.54,84.8,0.06,330,191,55,348,322,404,318,175,125,330,392,336,116,53
9.3,76.8,72,23.54,84.8,0.06,277,142,57,380,343,361,312,174,154,342,400,338,111,53
9.3,76.9,199,23.54,84.8,0.06,363,173,55,339,299,376,388,195,128,329,404,388,113,52
9.3,77,504,23.54,84.8,0.06,302,184,56,398,299,387,423,173,97,325,387,482,110,52
9.3,77.1,626,23.54,84.8,0.06,330,243,70,388,281,466,455,196,92,332,382,502,114,53
9.3,77.2,1343,21.91,86.16,0,390,178,74,346,264,489,503,211,68,309,404,563,104,53
9.3,77.3,898,21.91,86.16,0,366,205,82,317,317,512,533,195,106,340,409,679,114,56
9.3,77.4,185,21.91,86.16,0,280,258,55,408,312,350,361,166,67,294,366,407,133,62
9.3,77.5,146,21.91,86.16,0,317,291,46,419,264,342,324,152,87,250,354,286,142,67
9.3,77.6,124,21.91,86.16,0,371,277,45,388,241,326,318,179,96,290,339,635,133,71
9.3,77.7,96,21.91,86.16,0,324,277,39,391,285,327,317,165,108,279,338,286,142,71
9.3,77.8,87,21.91,86.16,0,340,287,43,383,276,302,304,169,109,272,339,332,140,73
9.3,77.9,79,24.59,84.21,0,365,283,47,386,249,308,283,178,80,289,340,433,138,75
9.3,78,51,24.59,84.21,0,382,297,42,372,246,309,311,178,66,292,337,331,144,75
9.3,78.1,58,24.59,84.21,0,340,277,39,372,288,284,249,176,72,283,365,509,136,77
9.3,78.2,50,24.59,84.21,0,340,297,43,369,291,310,245,177,70,283,348,735,134,78
9.3,78.3,34,24.59,84.21,0,331,288,47,368,301,320,281,183,80,293,357,773,,75
9.3,78.4,26,24.59,84.21,0,362,320,41,337,301,324,237,176,61,282,343,502,138,72
9.3,78.5,23,25.34,84.03,0.03,320,295,40,332,348,310,256,173,58,282,350,555,,71
9.3,78.6,18,25.34,84.03,0.03,346,276,37,346,308,286,261,189,52,293,366,399,,74
9.3,78.7,14,25.34,84.03,0.03,339,311,37,347,313,304,286,195,61,298,350,583,137,73
9.3,78.8,4,25.34,84.03,0.03,336,362,43,335,329,351,278,199,97,324,360,487,138,76
9.3,78.9,13,25.34,84.03,0.03,379,279,49,318,303,303,323,202,52,328,372,440,140,68
9.3,79,5,25.34,84.03,0.03,368,285,39,331,300,329,320,196,66,328,356,,,70
9.3,79.3,9,26.79,78.89,0.18,280,268,62,369,351,373,380,209,114,314,364,532,126,65
9.3,80.2,13,26.61,79.19,0.54,283,253,58,397,320,384,480,175,88,299,374,555,126,58
9.3,80.3,27,26.61,79.19,0.54,314,214,53,383,303,357,463,183,122,299,364,544,129,59
9.3,80.4,45,26.64,79.84,1.26,318,235,54,405,277,359,411,176,111,294,359,421,132,61
9.3,80.5,54,26.64,79.84,1.26,296,196,61,392,312,396,611,190,120,289,373,676,116,58
9.3,80.6,37,26.64,79.84,1.26,283,217,61,372,345,425,607,184,138,298,370,714,118,60
9.3,80.7,38,26.64,79.84,1.26,380,231,54,313,306,361,577,204,123,310,391,687,123,59
9.4,76.5,0,28.33,75.18,1.66,303,214,74,307,390,449,372,190,72,339,392,541,109,55
9.4,76.6,14,23.54,84.8,0.06,315,172,56,327,359,448,320,167,104,336,396,492,114,54
9.4,76.7,80,23.54,84.8,0.06,272,160,56,400,329,370,290,161,145,325,402,316,115,54
9.4,76.8,101,23.54,84.8,0.06,313,157,53,384,303,351,316,159,169,339,397,312,115,53
9.4,76.9,162,23.54,84.8,0.06,300,146,57,379,321,409,374,181,126,321,392,456,109,52
9.4,77,441,23.54,84.8,0.06,311,176,61,388,301,439,433,181,105,339,398,549,108,52
9.4,77.1,542,23.54,84.8,0.06,326,203,64,381,293,451,486,191,99,331,404,576,113,52
9.4,77.2,1240,21.91,86.16,0,362,174,70,346,292,461,508,206,55,318,396,468,109,53
9.4,77.3,1023,21.91,86.16,0,334,235,79,347,320,466,599,204,92,301,383,498,107,55
9.4,77.4,197,21.91,86.16,0,291,242,55,418,291,372,362,152,79,278,352,363,131,63
9.4,77.5,164,21.91,86.16,0,313,266,41,410,276,315,298,153,62,293,353,340,142,68
9.4,77.6,133,21.91,86.16,0,371,269,44,386,244,320,288,172,94,288,345,328,145,70
9.4,77.7,110,21.91,86.16,0,343,282,39,403,254,300,284,169,105,287,328,309,147,70
9.4,77.8,96,21.91,86.16,0,343,291,42,382,275,298,298,178,83,281,341,361,143,73
9.4,77.9,80,24.59,84.21,0,347,302,38,398,255,283,309,175,90,272,333,312,142,74
9.4,78,73,24.59,84.21,0,382,299,41,371,248,319,300,181,100,280,343,339,139,75
9.4,78.1,77,24.59,84.21,0,396,328,39,342,262,307,316,187,64,287,353,390,143,75
9.4,78.2,70,24.59,84.21,0,359,298,46,367,274,313,311,180,93,297,354,746,131,76
9.4,78.3,54,24.59,84.21,0,359,298,39,334,306,300,233,179,76,282,353,683,,76
9.4,78.4,37,24.59,84.21,0,343,297,41,354,303,289,250,182,55,285,376,505,138,74
9.4,78.5,33,25.34,84.03,0.03,367,292,41,336,297,296,238,175,62,282,382,454,143,75
9.4,78.6,29,25.34,84.03,0.03,337,294,36,346,317,296,279,182,70,284,357,494,140,74
9.4,78.7,18,25.34,84.03,0.03,340,318,38,308,352,307,277,200,73,295,356,698,137,73
9.4,78.8,9,25.34,84.03,0.03,364,286,44,317,319,313,318,187,63,305,366,578,132,70
9.4,78.9,7,25.34,84.03,0.03,345,307,45,314,342,347,297,192,51,302,338,707,130,71
9.4,80.1,11,26.61,79.19,0.54,272,248,63,385,342,402,580,184,97,301,388,982,118,59
9.4,80.2,15,26.61,79.19,0.54,255,244,65,419,326,381,562,183,105,314,383,1081,121,58
9.4,80.3,12,26.61,79.19,0.54,264,239,60,381,355,400,421,163,118,308,382,682,130,61
9.4,80.4,15,26.64,79.84,1.26,296,226,50,384,320,363,462,196,106,303,364,584,134,62
9.4,80.5,12,26.64,79.84,1.26,293,245,56,377,329,350,486,173,117,308,383,621,135,61
9.4,80.6,20,26.64,79.84,1.26,302,278,65,385,314,391,652,187,107,313,390,1074,116,59
9.5,76.5,1,28.33,75.18,1.66,309,178,61,316,375,463,426,191,91,358,409,497,115,53
9.5,76.6,65,23.54,84.8,0.06,303,167,52,342,355,361,313,153,141,330,411,289,119,53
9.5,76.7,100,23.54,84.8,0.06,305,141,56,380,315,343,285,152,156,319,394,337,118,53
9.5,76.8,87,23.54,84.8,0.06,315,162,55,374,311,371,328,179,196,337,401,348,110,53
9.5,76.9,197,23.54,84.8,0.06,294,144,59,380,326,346,332,178,165,321,397,308,113,52
9.5,77,446,23.54,84.8,0.06,304,158,54,367,329,417,406,178,101,315,385,457,108,52
9.5,77.1,1122,23.54,84.8,0.06,296,186,69,356,348,466,432,201,78,342,412,514,112,54
9.5,77.2,1084,21.91,86.16,0,345,163,70,346,310,506,565,200,106,320,406,629,103,53
9.5,77.3,1335,21.91,86.16,0,308,177,76,360,332,422,488,189,74,319,389,564,111,57
9.5,77.4,1387,21.91,86.16,0,346,174,75,325,329,534,502,204,73,307,403,761,102,54
9.5,77.5,187,21.91,86.16,0,314,226,55,429,257,345,376,173,71,266,353,397,131,65
9.5,77.6,154,21.91,86.16,0,326,250,45,460,214,335,344,167,103,275,362,338,140,66
9.5,77.7,124,21.91,86.16,0,375,276,36,385,240,299,283,163,100,273,333,292,147,71
9.5,77.8,101,21.91,86.16,0,358,280,35,391,251,298,283,168,72,288,358,313,152,71
9.5,77.9,94,24.59,84.21,0,352,304,35,379,268,291,286,163,77,279,330,281,150,75
9.5,78,89,24.59,84.21,0,352,302,43,367,281,291,294,183,96,277,342,326,143,76
9.5,78.1,96,24.59,84.21,0,398,453,42,345,257,300,325,213,82,306,389,285,150,79
9.5,78.2,68,24.59,84.21,0,369,345,38,359,271,284,267,181,80,293,354,370,140,76
9.5,78.3,50,24.59,84.21,0,375,287,49,385,240,301,264,171,85,281,362,422,140,72
9.5,78.4,51,24.59,84.21,0,371,323,37,361,268,301,259,186,73,304,363,301,145,76
9.5,78.5,46,25.34,84.03,0.03,367,271,36,372,261,304,233,177,74,292,371,324,144,72
9.5,78.6,36,25.34,84.03,0.03,335,284,37,351,315,297,278,184,61,274,364,427,142,72
9.5,78.7,24,25.34,84.03,0.03,341,316,37,340,319,305,273,179,82,299,369,480,138,73
9.5,78.8,17,25.34,84.03,0.03,321,316,38,328,351,292,270,197,68,309,346,594,134,73
9.5,78.9,3,25.34,84.03,0.03,363,338,43,310,327,340,282,186,56,325,364,374,137,75
9.5,79.7,4,26.61,79.19,0.54,326,297,51,355,319,364,391,190,82,321,384,612,,65
9.5,80.2,4,26.61,79.19,0.54,240,265,53,387,373,383,414,179,92,318,382,678,121,64
9.6,76.5,11,28.33,75.18,1.66,321,184,55,310,369,377,320,174,65,336,404,477,120,54
9.6,76.6,43,23.54,84.8,0.06,342,172,52,380,278,369,287,166,125,319,390,380,120,54
9.6,76.7,123,23.54,84.8,0.06,299,151,60,385,316,354,369,171,122,325,398,405,113,53
9.6,76.8,129,23.54,84.8,0.06,312,159,56,346,342,352,345,172,159,338,403,391,109,53
9.6,76.9,150,23.54,84.8,0.06,308,153,58,367,325,388,377,173,136,328,400,419,108,52
9.6,77,1174,23.54,84.8,0.06,310,161,69,358,332,437,444,190,84,331,398,442,104,53
9.6,77.1,878,23.54,84.8,0.06,324,172,60,379,297,421,457,176,84,306,393,461,110,53
9.6,77.2,1019,21.91,86.16,0,348,170,69,355,297,451,441,192,76,299,404,465,106,54
9.6,77.3,1527,21.91,86.16,0,349,208,77,340,311,507,581,205,102,340,423,768,96,52
9.6,77.4,1003,21.91,86.16,0,345,232,64,384,271,404,467,164,105,304,353,577,119,60
9.6,77.5,733,21.91,86.16,0,311,211,79,414,276,433,464,186,136,316,387,624,119,60
9.6,77.6,233,21.91,86.16,0,297,217,57,422,280,360,387,161,134,297,361,399,127,64
9.6,77.7,134,21.91,86.16,0,336,253,41,435,230,323,283,161,96,266,351,338,146,70
9.6,77.8,112,21.91,86.16,0,332,263,41,441,227,306,273,165,96,279,355,316,150,72
9.6,77.9,112,24.59,84.21,0,337,313,42,383,280,294,279,167,104,273,341,356,146,75
9.6,78,102,24.59,84.21,0,364,303,43,353,283,328,323,168,99,285,332,298,148,75
9.6,78.1,85,24.59,84.21,0,374,329,36,369,258,311,315,185,81,302,372,302,149,75
9.6,78.2,70,24.59,84.21,0,355,373,44,364,281,286,286,180,77,304,364,294,148,77
9.6,78.3,71,24.59,84.21,0,346,332,38,368,286,296,266,179,65,298,355,291,150,76
9.6,78.4,61,24.59,84.21,0,352,317,37,368,280,307,261,179,65,285,359,275,148,77
9.6,78.5,58,25.34,84.03,0.03,347,265,36,377,275,292,249,170,56,289,349,419,140,74
9.6,78.6,40,25.34,84.03,0.03,333,248,36,393,273,302,259,173,75,287,352,329,143,72
9.6,78.7,28,25.34,84.03,0.03,360,306,38,339,301,304,271,181,62,297,356,474,139,74
9.6,78.8,16,25.34,84.03,0.03,347,268,36,320,333,310,298,190,54,302,344,471,137,73
9.6,78.9,6,25.34,84.03,0.03,345,302,39,318,337,338,286,196,49,306,360,596,130,73
9.6,80.3,12,26.61,79.19,0.54,264,260,56,422,315,353,483,180,98,311,386,611,104,63
9.7,76.3,11,28.33,75.18,1.66,301,188,59,367,332,400,401,179,67,325,389,413,110,57
9.7,76.5,1,28.33,75.18,1.66,322,213,56,331,348,413,347,184,77,343,385,429,115,53
9.7,76.6,32,23.54,84.8,0.06,288,178,52,383,329,371,366,167,123,336,396,324,119,54
9.7,76.7,26,23.54,84.8,0.06,302,155,56,408,290,346,381,155,131,326,401,396,115,53
9.7,76.8,44,23.54,84.8,0.06,273,150,53,372,355,350,343,161,175,326,406,317,113,53
9.7,76.9,956,23.54,84.8,0.06,290,149,74,373,336,468,392,184,84,333,407,521,106,53
9.7,77,1006,23.54,84.8,0.06,300,163,76,367,333,452,463,183,95,325,402,442,105,54
9.7,77.1,1032,23.54,84.8,0.06,326,169,68,359,315,478,595,202,109,328,427,716,97,52
9.7,77.2,1105,21.91,86.16,0,335,151,60,346,319,389,403,200,95,316,398,386,117,54
9.7,77.3,404,21.91,86.16,0,314,220,47,417,269,348,365,155,80,290,386,412,141,60
9.7,77.4,1479,21.91,86.16,0,375,175,75,325,300,513,618,200,109,330,383,674,97,55
9.7,77.5,415,21.91,86.16,0,326,238,51,430,244,378,327,160,94,268,360,396,130,65
9.7,77.6,637,21.91,86.16,0,317,226,60,401,282,372,435,169,127,316,370,410,129,65
9.7,77.9,125,24.59,84.21,0,335,267,35,439,226,303,295,158,96,269,352,294,151,72
9.7,78,110,24.59,84.21,0,338,277,42,402,260,293,306,154,94,286,332,283,151,75
9.7,78.1,91,24.59,84.21,0,350,322,38,411,239,307,285,149,99,288,345,263,150,76
9.7,78.2,99,24.59,84.21,0,356,280,38,375,269,290,256,162,77,286,366,283,150,75
9.7,78.3,86,24.59,84.21,0,370,262,37,365,264,305,261,166,75,275,346,288,146,71
9.7,78.4,75,24.59,84.21,0,339,264,40,374,287,310,275,170,66,263,334,292,145,69
9.7,78.5,74,25.34,84.03,0.03,342,304,39,359,299,309,242,188,88,307,342,334,144,74
9.7,78.6,42,25.34,84.03,0.03,337,333,42,390,274,318,272,174,76,285,351,340,148,77
9.7,78.7,27,25.34,84.03,0.03,322,283,37,359,319,334,292,178,67,288,343,593,137,75
9.7,78.8,18,25.34,84.03,0.03,362,296,39,344,294,316,292,181,41,290,351,353,147,73
9.7,78.9,11,25.34,84.03,0.03,342,315,46,351,307,335,280,188,80,305,363,558,138,75
9.7,80.2,7,26.61,79.19,0.54,260,215,55,412,329,379,517,184,92,306,377,577,98,62
9.7,80.3,6,26.61,79.19,0.54,278,271,59,383,340,420,475,173,108,325,379,715,90,63
9.8,76.3,10,27.42,75.94,1.45,303,241,73,302,395,437,428,201,121,314,378,566,107,54
9.8,76.4,4,27.42,75.94,1.45,318,236,55,364,319,382,421,182,73,325,382,459,117,55
9.8,76.5,52,27.42,75.94,1.45,310,165,57,376,314,375,299,170,151,321,394,443,120,53
9.8,76.6,154,22.04,84.56,0,347,156,57,372,280,368,386,169,148,319,394,486,115,53
9.8,76.7,66,22.04,84.56,0,304,151,57,403,293,373,375,159,204,325,400,334,112,53
9.8,76.8,670,22.04,84.56,0,326,161,63,374,300,472,434,190,83,329,418,595,112,53
9.8,77,948,22.04,84.56,0,302,183,74,369,329,460,461,181,79,340,406,468,108,53
9.8,77.1,775,22.04,84.56,0,355,178,61,350,295,396,389,181,124,319,384,410,116,54
9.8,77.2,924,20.45,85.99,0,328,170,59,372,300,432,428,193,117,300,409,409,116,53
9.8,77.3,441,20.45,85.99,0,304,258,41,409,286,341,318,151,86,268,356,550,134,64
9.8,77.4,401,20.45,85.99,0,317,255,40,419,264,305,280,147,88,295,354,280,138,66
9.8,77.5,345,20.45,85.99,0,315,246,48,413,272,360,331,176,129,288,356,357,129,65
9.8,77.6,461,20.45,85.99,0,325,267,47,422,252,347,323,167,109,282,359,353,131,65
9.8,77.7,320,20.45,85.99,0,336,269,46,412,251,336,298,170,123,273,357,412,133,63
9.8,77.8,173,20.45,85.99,0,302,277,41,445,253,293,274,160,107,301,331,329,147,72
9.8,77.9,137,23.52,84.62,0,291,277,37,486,223,296,256,148,127,263,337,388,143,75
9.8,78,116,23.52,84.62,0,332,320,39,446,222,306,241,134,98,292,345,290,152,73
9.8,78.1,130,23.52,84.62,0,338,283,36,455,207,275,282,156,86,263,344,295,150,73
9.8,78.2,108,23.52,84.62,0,361,294,41,380,259,308,249,172,76,277,355,303,148,71
9.8,78.3,102,23.52,84.62,0,363,235,43,356,281,315,303,173,81,300,347,314,141,68
9.8,78.4,85,23.52,84.62,0,311,249,48,360,329,333,265,175,79,283,340,323,143,68
9.8,78.5,79,24.59,84.52,0,325,292,39,360,315,305,218,171,81,279,322,328,147,73
9.8,78.6,58,24.59,84.52,0,331,296,43,359,310,333,263,182,77,309,331,347,144,75
9.8,78.7,41,24.59,84.52,0,343,293,41,389,268,315,233,178,72,280,328,332,145,75
9.8,78.8,32,24.59,84.52,0,356,320,41,375,269,330,251,176,72,305,355,335,146,78
9.8,78.9,26,24.59,84.52,0,336,295,40,373,291,320,280,175,60,288,355,507,133,74
9.8,80,12,26.73,77.44,0.36,291,265,61,388,320,388,487,203,88,314,390,648,136,63
9.8,80.1,8,26.73,77.44,0.36,296,249,59,375,329,385,522,190,95,315,396,652,132,62
9.9,76.4,7,27.42,75.94,1.45,305,180,52,389,306,374,359,174,94,319,386,341,125,53
9.9,76.5,42,27.42,75.94,1.45,310,184,51,401,289,371,358,176,134,322,389,359,117,54
9.9,76.6,87,22.04,84.56,0,301,151,54,417,283,358,439,168,132,331,398,543,112,53
9.9,76.8,47,22.04,84.56,0,331,157,58,329,340,351,521,161,207,342,408,346,112,53
9.9,76.9,741,22.04,84.56,0,319,156,63,360,321,446,426,182,92,329,400,387,110,54
9.9,77,791,22.04,84.56,0,300,155,61,399,300,417,465,184,102,327,392,448,112,52
9.9,77.1,743,22.04,84.56,0,339,167,56,380,281,410,441,193,119,340,395,418,111,53
9.9,77.2,1162,20.45,85.99,0,341,183,64,314,345,477,515,201,75,313,410,450,109,54
9.9,77.3,397,20.45,85.99,0,302,255,43,381,318,325,324,143,74,281,364,482,132,67
9.9,77.4,342,20.45,85.99,0,298,270,48,428,273,321,296,158,73,320,382,353,139,67
9.9,77.5,313,20.45,85.99,0,310,251,38,440,250,297,291,158,75,289,353,329,140,68
9.9,77.6,380,20.45,85.99,0,318,265,45,427,254,323,257,168,88,286,370,321,135,68
9.9,77.7,248,20.45,85.99,0,336,243,48,429,235,343,246,156,86,285,357,317,135,68
9.9,77.8,191,20.45,85.99,0,306,256,39,434,260,286,265,144,86,291,354,280,151,71
9.9,77.9,151,23.52,84.62,0,315,305,42,414,271,304,255,151,94,264,352,291,151,74
9.9,78,154,23.52,84.62,0,242,155,28,658,100,262,242,106,153,210,280,252,169,78
9.9,78.2,125,23.52,84.62,0,336,303,36,412,252,281,236,159,88,269,346,289,149,75
9.9,78.3,118,23.52,84.62,0,354,297,36,387,260,270,250,168,79,272,342,271,149,73
9.9,78.4,103,23.52,84.62,0,327,272,33,378,295,280,266,176,88,276,333,276,147,71
9.9,78.5,98,24.59,84.52,0,325,251,35,377,298,291,233,164,101,292,312,339,148,70
9.9,78.6,94,24.59,84.52,0,336,322,34,362,302,288,274,168,91,283,332,303,149,72
9.9,78.7,59,24.59,84.52,0,293,280,37,400,308,315,248,168,98,285,340,332,149,73
9.9,78.8,48,24.59,84.52,0,331,260,39,366,303,321,262,182,63,277,356,307,144,73
9.9,78.9,32,24.59,84.52,0,351,292,38,383,266,331,301,173,58,270,362,345,141,75
9.9,79,18,24.59,84.52,0,329,321,41,349,322,331,333,183,58,307,365,423,139,73
9.9,79.1,6,25.92,81.36,0.07,374,344,48,312,314,353,337,199,72,295,381,443,136,72
10,76.4,5,27.42,75.94,1.45,297,190,51,406,297,366,306,172,171,326,385,427,123,53
10,76.5,38,27.42,75.94,1.45,312,196,48,399,288,354,339,156,133,327,389,376,118,54
10,76.6,20,22.04,84.56,0,287,165,55,419,294,346,346,159,128,327,386,343,116,53
10,76.7,43,22.04,84.56,0,312,155,58,367,321,356,427,160,124,323,391,415,117,53
10,76.8,196,22.04,84.56,0,306,147,60,344,350,390,500,167,148,340,388,455,108,53
10,76.9,569,22.04,84.56,0,372,178,66,352,276,424,682,202,180,318,409,521,110,55
10,77,637,22.04,84.56,0,325,151,58,412,264,378,440,188,113,338,398,456,112,53
10,77.1,924,22.04,84.56,0,347,159,62,335,318,411,405,188,112,315,397,417,111,54
10,77.2,1204,20.45,85.99,0,350,187,67,321,329,425,446,206,93,322,410,489,110,54
10,77.3,726,20.45,85.99,0,290,249,64,401,308,376,392,160,159,301,373,551,127,65
10,77.4,327,20.45,85.99,0,325,251,52,450,224,336,315,158,113,289,371,295,135,65
10,77.5,287,20.45,85.99,0,355,250,45,418,227,313,279,170,79,296,367,379,140,65
10,77.6,290,20.45,85.99,0,296,264,38,467,237,295,225,159,113,309,350,306,142,71
10,77.7,428,20.45,85.99,0,305,255,48,439,257,341,294,168,139,283,367,378,131,67
10,77.8,215,20.45,85.99,0,298,242,39,446,256,293,229,149,79,271,370,270,146,70
10,77.9,184,23.52,84.62,0,302,246,38,426,271,297,239,159,119,273,354,298,151,71
10,78,158,23.52,84.62,0,270,240,41,420,310,292,271,161,101,293,361,320,145,68
10,78.1,160,23.52,84.62,0,318,311,47,407,276,305,264,163,80,262,364,280,147,71
10,78.2,151,23.52,84.62,0,319,327,38,397,284,279,244,166,118,278,369,263,150,72
10,78.3,134,23.52,84.62,0,327,294,35,390,283,288,259,169,98,275,337,293,147,72
10,78.4,138,23.52,84.62,0,334,310,47,356,310,331,299,175,110,263,332,351,143,69
10,78.5,100,24.59,84.52,0,353,290,45,363,284,312,291,176,84,274,335,361,148,70
10,78.6,89,24.59,84.52,0,353,282,35,379,268,291,246,171,85,288,333,311,147,72
10,78.7,67,24.59,84.52,0,333,258,38,375,292,320,249,177,75,269,337,332,144,73
10,78.8,63,24.59,84.52,0,342,262,40,384,274,316,242,172,71,269,338,347,144,74
10,78.9,40,24.59,84.52,0,389,361,39,369,242,328,235,183,53,304,362,413,148,82
10,79,26,24.59,84.52,0,400,374,42,328,272,308,304,177,66,303,361,371,144,80
10,79.1,17,25.92,81.36,0.07,356,327,48,340,304,327,394,195,78,292,366,323,140,70
10,79.2,7,25.92,81.36,0.07,354,275,47,304,342,330,366,209,60,303,369,484,,69
12.7,79.7,71,24.85,76.75,0.22,341,284,38,353,306,260,277,169,64,261,377,286,140,71
13.8,78.6,763,21.13,78.54,0,312,216,53,462,226,278,183,167,186,318,351,343,130,69
13.8,78.8,464,21.13,78.54,0,366,271,33,383,252,220,150,163,79,281,373,253,141,71
13.8,79,459,21.13,78.54,0,320,282,37,417,263,248,159,167,164,298,374,240,140,68
13.8,79.1,504,21.56,84.9,0,310,278,36,391,299,249,205,163,141,288,380,250,142,70
13.8,79.2,978,21.56,84.9,0,299,285,65,448,253,343,327,176,196,327,352,403,117,63
13.8,79.4,302,21.56,84.9,0,340,278,63,389,271,290,354,161,173,282,383,332,130,63
14,76.9,611,23.88,58.47,0,392,259,26,342,266,204,146,151,70,297,389,165,148,71
14,78,593,22.21,68.99,0,301,204,33,487,212,224,121,120,158,252,359,317,140,69